This file contains the ID access of all the temperature sensors

1, 280305f90c0000cc
2, 28d676f90c0000c0
3, 285c05f90c0000c6
4, 285a9ef90c0000b3
5, 28423df90c000034
6, 28f861f90c000048
7, 28bd1cf90c000057
8, 280842f90c00008c
9, 283f7ef90c000041
10, 28fd6cf90c00004f
11, 28b748fa0c00009a
12, 286e1af90c000056
13, 28110ef90c000089
14, 28839bf90c000033
15, 285f86f90c00001a
16, 281096f90c000037
17, 28336cfa0c00004b
18, 289b27fa0c00002f
19, 283d81f90c0000e6
20, 28d114fa0c00005f
21, 28103af90c000025
22, 28d98af90c000063
23, 284d7df90c0000f9
24, 28482cf90c00004a
25, 28f14df90c000007
26, 285930f90c00007b
27, 280e38f90c0000ee
28, 283333f90c000039
29, 288e48fa0c0000e1
30, 28858ef90c00002f
31, 2894ddf90c000098
32, 28e995f90c00009d
33, 28a642f90c0000c3
34, 28553ef90c0000a4
35, 282c63f90c0000d3
36, 281e93f90c0000f6
37, 28f202f90c0000d8
38, 28e9bff90c0000d8
39, 287717fa0c0000ff
40, 28316bfa0c000074
41, 28e118f90c00001b
42, 28699cf90c000084
43, 282ccef90c00000c
44, 2874adf90c0000dc
45, 28efd0f90c000014
46, 288ed2f90c000063
47, 286af3f90c0000a3
48, 28e627f90c000075
49, 28971dfa0c00006b
50, 281568fa0c000050
51, 28466afa0c0000a4
52, 28ff64f90c00001f
53, 289c8ef90c0000e2
54, 287361fa0c0000d2
55, 28eee1f90c00006a
56, 280859f90c000080
57, 281826fa0c000051
58, 28a338f90c0000f8
59, 285d72fa0c000045
60, 288873fa0c0000a7
61, 28cc17f90c000088
62, 28463afa0c000031
63, 28bd49f90c000010
64, 282c75f90c000033
65, 286263fa0c00003d
66, 28cbddf90c000092
67, 285095f90c00000c
68, 28d92af90c000050
69, 2844fdf90c0000a4
70, 28b7a0f90c0000f6
71, 28b119fa0c000070
72, 287548f90c0000e3
73, 281462fa0c0000da
74, 28d669f90c0000d3
75, 283e39f90c0000ce
76, 280ed6f90c000096
77, 28f22ff90c0000cc
78, 286354f90c000057
79, 287197f90c00000e
80, 284d9af90c000072
81, 28d363fa0c00000d
82, 28281cf90c00000d
83, 287b60fa0c0000be
84, 288e5efa0c000001
85, 28343df90c00001e
86, 288d96f90c0000cc
87, 285696f90c0000f0
88, 286b82f90c000034
89, 28421af90c00009d
90, 282b7df90c000088
91, 286e4bf90c00000e
92, 280203f90c000067
93, 28fc02f90c0000cb
94, 28ab25fa0c000041
95, 28d624fa0c00005e
96, 28de1af90c000051
97, 286bfef80c0000f7
98, 284245fa0c0000ef
99, 28a2cff90c000038
100, 28a719fa0c000099
